location,n,hashtag,covid_period,lon,lat
"Ightham, South East",1,Edchat,before,0.286445,51.287109
IL in good ole USA,1,Edchat,before,-89.3985283,40.6331249
IL.,1,Edchat,before,-89.3985283,40.6331249
IL⤑ DC⤑ Chicago ♡ | She/Her/Dr,1,Edchat,before,-87.6297982,41.8781136
"Ila, Georgia",1,Edchat,before,-83.29209879999999,34.1726093
"Ilkley, UK",1,Edchat,before,-1.822817,53.925486
"Ilkley, West Yorkshire, UK",1,Edchat,before,-1.822817,53.925486
Illinois - USA,1,Edchat,before,-89.3985283,40.6331249
"Illinois, Chicago Suburbs",1,Edchat,before,-87.6297982,41.8781136
"Iloilo City, Western Visayas",1,Edchat,before,122.5621063,10.7201501
"Ilorin, Nigeria",1,Edchat,before,4.5443923,8.5373356
In a paddock contemplating flowers and the price of milk,1,Edchat,before,NA,NA
in a permanent drawdown,1,Edchat,before,NA,NA
In a reflective state of mind.,1,Edchat,before,NA,NA
In a School Community near you,1,Edchat,before,NA,NA
In classrooms all over the cou,1,Edchat,before,NA,NA
in classrooms around the world,1,Edchat,before,NA,NA
in Dreamland,1,Edchat,before,NA,NA
In Euclidean space.,1,Edchat,before,NA,NA
In hands of creative people,1,Edchat,before,NA,NA
In line at Starbucks,1,Edchat,before,NA,NA
In the City of New York,1,Edchat,before,-74.0059728,40.7127753
In transit as SpaceX virus,1,Edchat,before,NA,NA
In Transit Right Now,1,Edchat,before,NA,NA
In Your Consciousness,1,Edchat,before,NA,NA
In Your Ears,1,Edchat,before,NA,NA
In your ears. Anytime!,1,Edchat,before,NA,NA
In Your Essay,1,Edchat,before,NA,NA
In your mobile devices,1,Edchat,before,NA,NA
"Independence, KY",1,Edchat,before,-84.54410899999999,38.94311829999999
"Independence, OH",1,Edchat,before,-81.63790329999999,41.3686645
"Indi a na, USA,",1,Edchat,before,-86.158068,39.768403
INDIA,1,Edchat,before,78.96288,20.593684
INDIA 🇮🇳,1,Edchat,before,78.96288,20.593684
India and  United States,1,Edchat,before,78.96288,20.593684
India/US/Korea/Dubai/Australia,1,Edchat,before,78.96288,20.593684
Indian Trail,1,Edchat,before,-80.6692352,35.0768141
Indiana #DitchBook,1,Edchat,before,NA,NA
Indiana Univ. Bloomington,1,Edchat,before,-86.5133166,39.1784384
Indiana University Bloomington,1,Edchat,before,-86.5133166,39.1784384
"Indiana, PA",1,Edchat,before,-79.15253489999999,40.6214551
"Indianapolis, Indiana 🇺🇸",1,Edchat,before,-86.158068,39.768403
"Indianapolis, Indiana USA",1,Edchat,before,-86.158068,39.768403
"Indianapolis, USA",1,Edchat,before,-86.158068,39.768403
"Indio, CA",1,Edchat,before,-116.2155619,33.7205771
"Indore, Bhopal, Gwalior & NCR",1,Edchat,before,75.8577258,22.7195687
"Indore, India",1,Edchat,before,75.8577258,22.7195687
Indy,1,Edchat,before,-86.158068,39.768403
info@APSintel.com,1,Edchat,before,-2.2551679,53.4744003
info@joanarita.eu,1,Edchat,before,NA,NA
info@therainbowrabbit.com,1,Edchat,before,NA,NA
"Ingleside, ON",1,Edchat,before,-74.9897993,44.9988842
Inglewood CA,1,Edchat,before,-118.3531311,33.9616801
"Inland Empire, CA",1,Edchat,before,-119.4179324,36.778261
Inland Southern California,1,Edchat,before,-119.4179324,36.778261
Inside your right brain,1,Edchat,before,NA,NA
Inspiring.Creating.Connecting,1,Edchat,before,NA,NA
Insta/FB/TikTok @bobby_seagull,1,Edchat,before,NA,NA
Instagram:TimNeedles,1,Edchat,before,NA,NA
Insulae Rhodensis (02818),1,Edchat,before,-71.4893013,41.6496052
"InTECHgration Consulting, NJ",1,Edchat,before,-74.4056612,40.0583238
Interlachen,1,Edchat,before,-81.8903684,29.6238574
International Community School,1,Edchat,before,-122.1909684,47.6639199
International educator,1,Edchat,before,-70.291575,41.682323
International Work's,1,Edchat,before,NA,NA
"International, initiated in Singapore",1,Edchat,before,103.819836,1.352083
"Inuyama, Japan",1,Edchat,before,136.9444802,35.3786468
"Invercargill City, New Zealand",1,Edchat,before,168.3993684,-46.4486994
"Inverness, Florida, USA",1,Edchat,before,-82.3313955,28.8354507
"Inwood, Manhattan",1,Edchat,before,-73.9212019,40.8677145
IOWA,1,Edchat,before,-93.097702,41.8780025
Iowa and Colorado,1,Edchat,before,-105.7820674,39.5500507
"Iowa City, Iowa, USA",1,Edchat,before,-91.5301683,41.6611277
"Iowa Falls, Iowa",1,Edchat,before,-93.26457409999999,42.51988679999999
Iowa State University,1,Edchat,before,-93.64645159999999,42.0266573
"Iowa, Texas",1,Edchat,before,-98.6686709,33.9514847
"iPhone: -43.511223,172.647842",1,Edchat,before,NA,NA
"iPhone: 21.625465,-158.076046",1,Edchat,before,NA,NA
"iPhone: 29.659925,-95.738655",1,Edchat,before,NA,NA
"iPhone: 32.702371,-16.771921",1,Edchat,before,NA,NA
"iPhone: 33.836876,-118.351767",1,Edchat,before,NA,NA
"iPhone: 34.074578,-117.919037",1,Edchat,before,NA,NA
"iPhone: 35.842880,-86.365097",1,Edchat,before,NA,NA
"iPhone: 36.232773,137.976120",1,Edchat,before,NA,NA
"iPhone: 37.884979,-122.085999",1,Edchat,before,NA,NA
"iPhone: 40.643791,-74.071968",1,Edchat,before,NA,NA
"iPhone: 40.740639,-73.998154",1,Edchat,before,NA,NA
"iPhone: 40.779305,-73.919533",1,Edchat,before,NA,NA
"iPhone: 44.228928,-76.494156",1,Edchat,before,NA,NA
"iPhone: 46.593108,-112.039002",1,Edchat,before,NA,NA
"iPhone: 47.210011,-1.467766",1,Edchat,before,NA,NA
"iPhone: 51.525475,-0.739004",1,Edchat,before,NA,NA
Ipoh Malaysia,1,Edchat,before,101.090106,4.597479
"Ipswich, MA",1,Edchat,before,-70.8411558,42.6791832
"Iqaluit, Nunavut Canada",1,Edchat,before,-68.5169669,63.74669300000001
Ireland & remote,1,Edchat,before,-7.692053599999999,53.1423672
Ireland & UK,1,Edchat,before,-7.692053599999999,53.1423672
Ireland and GB,1,Edchat,before,-7.692053599999999,53.1423672
"Ireland, Global",1,Edchat,before,-7.692053599999999,53.1423672
Ireland.,1,Edchat,before,-7.692053599999999,53.1423672
Irish North-West Coast,1,Edchat,before,-149.0729715,62.4113634
Irlanda,1,Edchat,before,-8.24389,53.41291
"Irondale, AL",1,Edchat,before,-86.70721019999999,33.5381601
"Irondequoit, NY 14617",1,Edchat,before,-77.5963271,43.2202305
"Irvine, California",1,Edchat,before,-117.8265049,33.6845673
"Irving, Texas",1,Edchat,before,-96.9488945,32.8140177
Is this Heaven?,1,Edchat,before,NA,NA
islamabad,1,Edchat,before,73.04788479999999,33.6844202
"Island Lake, IL",1,Edchat,before,-88.19202720000001,42.2761341
Island Trees UFSD,1,Edchat,before,-73.506402,40.7308154
Isle of Skye,1,Edchat,before,-6.2155022,57.2736278
"Isle of Wight, VA",1,Edchat,before,-76.6874701,36.9288915
istanbul,1,Edchat,before,28.9783589,41.0082376
İstanbul / Turkey,1,Edchat,before,28.9783589,41.0082376
İSTANBUL/TÜRKİYE(TURKEY),1,Edchat,before,28.9783589,41.0082376
It varies,1,Edchat,before,NA,NA
"İzmir, Türkiye",1,Edchat,before,27.142826,38.423734
"Jacksboro, TX",1,Edchat,before,-98.15865579999999,33.2184477
"Jackson County, Ga",1,Edchat,before,-83.54965659999999,34.1174511
"Jackson County, Oregon",1,Edchat,before,-122.7646577,42.334535
"Jackson Heights, Queens",1,Edchat,before,-73.8830701,40.7556818
Jackson Township,1,Edchat,before,-81.49379929999999,40.86655
"Jackson, NJ",1,Edchat,before,-74.35874729999999,40.0918895
"Jackson, TN",1,Edchat,before,-88.81394689999999,35.6145169
Jacksonville Fl.,1,Edchat,before,-81.65565099999999,30.3321838
"Jacksonville, Fl",1,Edchat,before,-81.65565099999999,30.3321838
"Jacksonville, Florida",1,Edchat,before,-81.65565099999999,30.3321838
"Jacksonville, Ill.",1,Edchat,before,-90.2290098,39.733936
"Jail Road Chowk, Purnia, Bihar",1,Edchat,before,87.4752551,25.7771391
Jaipur India,1,Edchat,before,75.7872709,26.9124336
"Jaipur, Rajasthan, India",1,Edchat,before,75.7872709,26.9124336
jalan terus bahagia,1,Edchat,before,NA,NA
Jalandhar Punjab,1,Edchat,before,75.57618289999999,31.3260152
"Jamaica, NY",1,Edchat,before,-73.7889689,40.702677
Jamm,1,Edchat,before,-118.3897922,33.9912973
Jammu,1,Edchat,before,74.8570259,32.7266016
"Jammu, India",1,Edchat,before,74.8570259,32.7266016
"Janesville, MN",1,Edchat,before,-93.70773969999999,44.1161857
"Janesville, WI",1,Edchat,before,-89.0187222,42.6827885
Japan in Osaka,1,Edchat,before,135.5022535,34.6937249
japan/asia,1,Edchat,before,138.252924,36.204824
"Jasper, Alberta",1,Edchat,before,-118.0813581,52.8736786
"Jasper, GA",1,Edchat,before,-84.4289888,34.4695524
"Jaya Nagar, Bengaluru South",1,Edchat,before,77.5838302,12.9307735
"Jaybroni County, USA",1,Edchat,before,-95.712891,37.09024
Jean Augustine SS,1,Edchat,before,-79.8265634,43.6679015
Jedi PaPa. Teacher.,1,Edchat,before,NA,NA
"Jefferson County, Colorado",1,Edchat,before,-105.2662931,39.5800298
"Jeju Island, South Korea",1,Edchat,before,126.4983023,33.4890113
"Jeju-do, Republic of Korea",1,Edchat,before,126.4983023,33.4890113
"Jeju, South Korea",1,Edchat,before,126.5311884,33.4996213
"Jenkintown, PA",1,Edchat,before,-75.1251743,40.0959438
"Jenkintown, Pa.",1,Edchat,before,-75.1251743,40.0959438
Jerez de la Frontera,1,Edchat,before,-6.126074399999999,36.6850064
Jersey City,1,Edchat,before,-74.0431435,40.7177545
"Jersey City, NJ",1,Edchat,before,-74.0431435,40.7177545
Jersey Girl :-),1,Edchat,before,NA,NA
Jersey Shore,1,Edchat,before,NA,NA
"Jersey Shore, NJ",1,Edchat,before,-74.3118212,39.9652553
"Jersey Shore, PA",1,Edchat,before,-77.2644152,41.2020171
Jersey!!,1,Edchat,before,-2.1357662,49.2137711
"Jerusalem, Israel",1,Edchat,before,35.21371,31.768319
"Jervis Bay, NSW, Australia",1,Edchat,before,150.7446771,-35.0480805
"Jhb, South Africa",1,Edchat,before,28.0473051,-26.2041028
Jiangsu,1,Edchat,before,118.76295,32.0607099
"Jigjiga, Somali, Ethiopia",1,Edchat,before,42.7955185,9.356783799999999
"Jl. Raya Jenggolo no.19 Gedangan 61254 Kabupaten Sidoarjo, Jawa Timur, Indonesia",1,Edchat,before,112.7289451,-7.3892666
Johannesburg & Brussels,1,Edchat,before,28.0473051,-26.2041028
Johannesburg- South Africa,1,Edchat,before,28.0473051,-26.2041028
"Johannesburg, RSA",1,Edchat,before,28.0473051,-26.2041028
John G Tower Elementary,1,Edchat,before,-98.52884859999999,33.9802251
"Johns Creek, GA",1,Edchat,before,-84.198579,34.0289259
"Johnson County, KS",1,Edchat,before,-94.8520636,38.845412
"Johnston, IA",1,Edchat,before,-93.7130493,41.6709834
"Johor Bahru, Johor",1,Edchat,before,103.7413591,1.492659
Join Us to Prevent Bullying at,1,Edchat,before,NA,NA
Joisey,1,Edchat,before,NA,NA
"Jonesboro, AR",1,Edchat,before,-90.7051346,35.835696
Jubail,1,Edchat,before,49.5687416,26.9597709
"Juneau, Alaska",1,Edchat,before,-134.4197222,58.301944399999996
"Jupiter, Florida",1,Edchat,before,-80.0942087,26.9342246
K-12 Classrooms,1,Edchat,before,NA,NA
K-12 CTE & Elective Courses,1,Edchat,before,NA,NA
K7N1C2,1,Edchat,before,-76.65032860000001,44.2227111
Kabul,1,Edchat,before,69.207486,34.5553494
"Kailua Kona, HI",1,Edchat,before,-155.9962255,19.6419129
"Kailua, HI",1,Edchat,before,-157.743368,21.3945828
"Kakuma, Turkana ( Kenya )",1,Edchat,before,34.8568982,3.7167637
Kalamazoo Michigan,1,Edchat,before,-85.5872286,42.2917069
"Kalmar, Sweden",1,Edchat,before,16.356779,56.6634447
"Kamloops, BC CANADA",1,Edchat,before,-120.3272674,50.674522
Kaneohe Elementary School,1,Edchat,before,-157.7959842,21.3963242
Kankakee School District 111,1,Edchat,before,-87.79600669999999,41.0788604
Kannapolis City Schools,1,Edchat,before,-80.621591,35.4954438
"Kanpur, Uttar Pradesh, India",1,Edchat,before,80.3318736,26.449923
"Kansas City, Kansas",1,Edchat,before,-94.62678729999999,39.11553139999999
"KANSAS CITY, KS",1,Edchat,before,-94.62678729999999,39.11553139999999
"Kansas City, Missouri, USA",1,Edchat,before,-94.5785667,39.0997265
"Kansas City, MO.",1,Edchat,before,-94.5785667,39.0997265
Kansas IL,1,Edchat,before,-87.9394779,39.5528129
Kansas USA,1,Edchat,before,-98.4842465,39.011902
"Kansas/Missouri, USA",1,Edchat,before,-94.5785667,39.0997265
Kansas/Oklahoma,1,Edchat,before,-94.7977277,36.2050851
"Kaohsiung, Taiwan",1,Edchat,before,120.3355193,22.6350591
kar,1,Edchat,before,-118.059369,33.8080489
"Kaş, Antalya",1,Edchat,before,29.63955,36.199913
Kasson-Mantorville High School,1,Edchat,before,-92.746578,44.044964
"Kasson, MN",1,Edchat,before,-92.7509042,44.0295675
"Kathleen, GA",1,Edchat,before,-83.607683,32.4959812
"Kathmandu, Nepal",1,Edchat,before,85.3239605,27.7172453
katni,1,Edchat,before,80.38938139999999,23.8343441
"Katowice, Polska",1,Edchat,before,19.0237815,50.26489189999999
"Katowice, Śląskie",1,Edchat,before,19.0237815,50.26489189999999
Katy ISD,1,Edchat,before,-95.7510475,29.7798686
Kauai,1,Edchat,before,-159.5261238,22.0964396
"Kauai, HI & Co. Louth Ireland",1,Edchat,before,-159.5261238,22.0964396
"Kaurna Country , Adelaide",1,Edchat,before,138.6007456,-34.9284989
"Kaurna Land - Adelaide, Aust",1,Edchat,before,138.6007456,-34.9284989
"Kaurna Land (Adelaide, SA)",1,Edchat,before,138.591111,-35.0093634
"Kaurna Land, South Australia",1,Edchat,before,136.2091547,-30.0002315
"Kaurna land/Adelaide, Aus",1,Edchat,before,138.6007456,-34.9284989
"Kawartha Lakes, Ontario",1,Edchat,before,-78.9006484,44.5337469
"Kazan, Russia",1,Edchat,before,49.12332929999999,55.7878944
KC,1,Edchat,before,-94.5785667,39.0997265
KC | Tonganoxie | Iowa,1,Edchat,before,-95.0877465,39.109724
KC+ Remote via Zoom + Facetime,1,Edchat,before,NA,NA
"Kearney, Nebraska",1,Edchat,before,-99.0816784,40.69933030000001
"Keene, NH",1,Edchat,before,-72.2781409,42.933692
"Keighley, England",1,Edchat,before,-1.912358,53.867795
Keller,1,Edchat,before,-97.229298,32.9341893
"Keller, Texas",1,Edchat,before,-97.229298,32.9341893
"Keller/Dallas, Texas",1,Edchat,before,-96.7473835,32.8567371
Kelowna BC,1,Edchat,before,-119.4960106,49.8879519
"Kelowna, BC, Canada",1,Edchat,before,-119.4960106,49.8879519
"Kelowna, Canada",1,Edchat,before,-119.4960106,49.8879519
"Kelso, WA",1,Edchat,before,-122.9084445,46.146779
"Kemah, TX",1,Edchat,before,-95.0204837,29.5427297
Keminmaa ✈ Brussels,1,Edchat,before,24.5450396,65.80127030000001
"Kenai, Alaska",1,Edchat,before,-151.2597037,60.55491139999999
"Kenaston, Saskatchewan",1,Edchat,before,-106.2706236,51.5006133
"Kendall Park, NJ",1,Edchat,before,-74.560711,40.4209391
"Kenedy, TX",1,Edchat,before,-97.8486123,28.8191468
Kennedy Space Center,1,Edchat,before,-80.64898079999999,28.5728722
"Kennedy, Saskatchewan",1,Edchat,before,-102.3478993,50.0130263
"Kenner, LA",1,Edchat,before,-90.2417434,29.9940924
Kennesaw State University,1,Edchat,before,-84.6154897,34.0234337
"Kenora, Ontario",1,Edchat,before,-94.4893924,49.7670416
"Kensington-Wheaton, MD",1,Edchat,before,-77.04493269999999,39.0611888
"Kensington, London",1,Edchat,before,-0.1932794,51.5010095
"Kensington, London, England",1,Edchat,before,-0.1932794,51.5010095
"Kent, Faversham",1,Edchat,before,0.889358,51.315994
"kent, wa",1,Edchat,before,-122.234771,47.3830671
"Kenton, OH",1,Edchat,before,-83.60965159999999,40.6469982
Kentuckiana,1,Edchat,before,-85.7409594,38.2595079
Kentucky & Tennessee,1,Edchat,before,-84.2700179,37.8393332
kentucky via san diego & NY,1,Edchat,before,NA,NA
Kentucky& Tennessee,1,Edchat,before,-84.2700179,37.8393332
"Kentville, Nova Scotia",1,Edchat,before,-64.4944735,45.0769115
Kenya - Global,1,Edchat,before,37.906193,-0.023559
"Kerikeri, New Zealand",1,Edchat,before,173.9472028,-35.2294059
"Kern County, CA",1,Edchat,before,-118.8596804,35.4937274
"Kernersville, NC",1,Edchat,before,-80.07365329999999,36.1198588
"Kernersville, North Carolina",1,Edchat,before,-80.07365329999999,36.1198588
Kerry and Cork,1,Edchat,before,-8.4756035,51.8985143
"Keswick, Ontario, Canada",1,Edchat,before,-79.453512,44.2266889
"Key Largo, FL",1,Edchat,before,-80.4472802,25.0865151
"Key West, FL",1,Edchat,before,-81.7841722,24.5554183
"Kharian, Pakistan",1,Edchat,before,73.8830701,32.8142603
"Kharkiv, Ukraine",1,Edchat,before,36.230383,49.9935
Kharkov,1,Edchat,before,36.230383,49.9935
Khartoum North,1,Edchat,before,32.5485873,15.6569409
"KHH, Taiwan",1,Edchat,before,120.3484723,22.5746682
khopoli,1,Edchat,before,73.334643,18.7939054
"Kidwelly, Wales",1,Edchat,before,-4.3074709,51.736261
"Kigali, Rwanda",1,Edchat,before,30.0618851,-1.9440727
"Kihei, HI",1,Edchat,before,-156.4499965,20.76187
Kildare,1,Edchat,before,-6.9095683,53.1589342
"Kildare, Ireland",1,Edchat,before,-6.9095683,53.1589342
"Killarney, Ireland",1,Edchat,before,-9.5044265,52.05993530000001
"Killeen, TX",1,Edchat,before,-97.72779589999999,31.1171194
"Killingly, CT",1,Edchat,before,-71.8334145,41.8122401
"King Edward's School, Witley",1,Edchat,before,-0.6449435,51.13718919999999
"King of Prussia, Pa",1,Edchat,before,-75.3835525,40.1012856
King's Lynn/Wisbech/Cambridge,1,Edchat,before,0.4022963000000001,52.7516798
Kingdom of Cambodia,1,Edchat,before,104.990963,12.565679
Kingdom of Saudi Arabia --Eastern Province,1,Edchat,before,49.36531489999999,23.1669688
"Kingsford, MI",1,Edchat,before,-88.0720706,45.7949561
Kingston,1,Edchat,before,-0.300689,51.41233
"Kingston, ON, CA",1,Edchat,before,-76.4859544,44.2311717
"Kingwood, Houston",1,Edchat,before,-95.18447739999999,30.0500255
"Kingwood, TX",1,Edchat,before,-95.18447739999999,30.0500255
"Kinnitty, Co Offaly",1,Edchat,before,-7.7189969,53.097806
"Kinshasa, RD Congo",1,Edchat,before,15.2662931,-4.4419311
Kirchheim unter Teck,1,Edchat,before,9.4519635,48.6471033
"Kirkkonummi, Finland",1,Edchat,before,24.4411082,60.1266902
"Kirkland, WA",1,Edchat,before,-122.2059833,47.6768927
"Kirkland, Washington State",1,Edchat,before,-122.2059833,47.6768927
"Kirkwood, MO",1,Edchat,before,-90.406785,38.5833862
"Kisumu, Kenya",1,Edchat,before,34.7679568,-0.0917016
Kitchener-Waterloo,1,Edchat,before,-80.4925337,43.4516395
Kitchener-Waterloo Ontario,1,Edchat,before,-80.4925337,43.4516395
"Kitchener, ON",1,Edchat,before,-80.4925337,43.4516395
"Kitchener, Ontario, Canada",1,Edchat,before,-80.4925337,43.4516395
Kırklareli,1,Edchat,before,27.224369,41.735472
Klein ISD,1,Edchat,before,-95.5407299,30.0655457
"Klein, TX",1,Edchat,before,-95.5324411,30.0477196
knowhere,1,Edchat,before,NA,NA
"Knoxville, Tennessee",1,Edchat,before,-83.9207392,35.9606384
"Knoxville, TN, USA",1,Edchat,before,-83.9207392,35.9606384
"KNUST, Kumasi",1,Edchat,before,-1.571728,6.674688
"Kobe City, Hyogo",1,Edchat,before,135.19563110000001,34.6900806
"Kobe City, Japan",1,Edchat,before,135.19563110000001,34.6900806
København,1,Edchat,before,12.5683371,55.6760968
"Kocaeli, Türkiye",1,Edchat,before,29.9408089,40.7654408
Kochi-Kerala,1,Edchat,before,76.26730409999999,9.9312328
"Kochi, Kerala, India",1,Edchat,before,76.26730409999999,9.9312328
"Kodiak, AK",1,Edchat,before,-152.4072222,57.79000000000001
"Kodiak, Alaska",1,Edchat,before,-152.4072222,57.79000000000001
"Köln, Cologne, Germany",1,Edchat,before,6.9602786,50.937531
"Komoka, Ontario, Canada",1,Edchat,before,-81.43580759999999,42.9484986
"Kona, HI",1,Edchat,before,-155.9962255,19.6419129
Korea,1,Edchat,before,127.766922,35.907757
Korea International School,1,Edchat,before,127.766922,35.907757
Kosovo,1,Edchat,before,20.902977,42.6026359
"Kota Lhoksumawe, Nangro Aceh D",1,Edchat,before,97.14132219999999,5.1811638
"Kota, India",1,Edchat,before,75.8647527,25.2138156
"Koto-ku, Tokyo",1,Edchat,before,139.8174521,35.6727748
"Kottivakkam, Sholinganallur",1,Edchat,before,80.2599427,12.9682126
"KQED Public Media, SF CA",1,Edchat,before,NA,NA
Kraków,1,Edchat,before,19.9449799,50.06465009999999
"Kristiansand, Norway",1,Edchat,before,8.0182064,58.15991189999999
"Krugersdorp, South Africa",1,Edchat,before,27.8076959,-26.0963217
KS | thoughts are mine,1,Edchat,before,NA,NA
KS/OK,1,Edchat,before,-94.7977277,36.2050851
Kuala Lumpur Federal Territory,1,Edchat,before,101.686855,3.139003
Kulin Nation,1,Edchat,before,NA,NA
Kulin Nation | Melbourne Vic,1,Edchat,before,144.9630576,-37.8136276
Kurukshetra Haryana,1,Edchat,before,76.878282,29.9695121
"Kutztown, PA",1,Edchat,before,-75.7774177,40.5173165
Kwinitekw Valley,1,Edchat,before,NA,NA
"Kyiv, Ukraine",1,Edchat,before,30.5234,50.4501
"Kyiv, UKRAINE",1,Edchat,before,30.5234,50.4501
"Kyoto City, Kyoto",1,Edchat,before,135.7681489,35.011564
Kyrgyzstan,1,Edchat,before,74.766098,41.20438
"L.A., CA, USA, World, Universe",1,Edchat,before,-118.2436849,34.0522342
L.A./Oakland/Bali,1,Edchat,before,-122.2711639,37.8043514
"L'Ancienne-Lorette, Québec",1,Edchat,before,-71.3570091,46.8063093
"L'Orignal, Ontario",1,Edchat,before,-74.6928116,45.6192681
L5 0SQ,1,Edchat,before,-2.9685098,53.4241177
LA,1,Edchat,before,-118.2436849,34.0522342
LA • TPA • SEA • DTW • BWI,1,Edchat,before,-83.3553642,42.2162491
"La Canada, California",1,Edchat,before,-118.2000277,34.2068182
"La Crosse, Wisconsin",1,Edchat,before,-91.25190169999999,43.8137751
"La Grange Park, IL",1,Edchat,before,-87.86172599999999,41.8347535
"La Jolla, CA",1,Edchat,before,-117.2712717,32.8328112
"La Jolla, California",1,Edchat,before,-117.2712717,32.8328112
"La Jolla, San Diego",1,Edchat,before,-117.2712717,32.8328112
"La Moncloa, Spain",1,Edchat,before,-3.753666299999999,40.4417819
"LA now, Boston always",1,Edchat,before,-71.0588801,42.3600825
"La Paz, Bolivia, South America",1,Edchat,before,-68.11929359999999,-16.489689
"La Porte City, IA",1,Edchat,before,-92.1921275,42.3149911
"La Porte, IN",1,Edchat,before,-86.7227195,41.611143
"La Puente, CA",1,Edchat,before,-117.9495083,34.0200114
"La Verne, CA",1,Edchat,before,-117.7678355,34.1008426
LA-MA-TX,1,Edchat,before,NA,NA
"LA, California",1,Edchat,before,-118.2436849,34.0522342
"Laboratorgränd 11, 93177, Skellefteå, Sweden",1,Edchat,before,20.9587815,64.74615109999999
"Lac la Biche County, Alberta",1,Edchat,before,-111.8501507,55.2612028
"Lac-Baker, NB, Canada",1,Edchat,before,-68.642707,47.334941
"Lachen, Schweiz",1,Edchat,before,8.8532083,47.1934652
"Lachine, Montréal",1,Edchat,before,-73.68858469999999,45.441347
"Lackawanna, NY",1,Edchat,before,-78.8233664,42.8256141
Lacombe,1,Edchat,before,-89.9431264,30.3135288
Ladera,1,Edchat,before,-61.05172340000001,13.8329256
"Lafayette Hill, PA",1,Edchat,before,-75.2531539,40.09274910000001
"Lafayette, CO",1,Edchat,before,-105.0897058,39.9935959
"LaFayette, GA",1,Edchat,before,-85.2818998,34.7048022
"Lafayette, IN USA",1,Edchat,before,-86.87528689999999,40.4167022
"Lafayette, Indiana",1,Edchat,before,-86.87528689999999,40.4167022
"Lafayette, LA",1,Edchat,before,-92.0198427,30.2240897
"Lago Vista, TX",1,Edchat,before,-97.98834769999999,30.4601975
Lagos - Nigeria,1,Edchat,before,3.3792057,6.5243793
"Lagos,Nigeria",1,Edchat,before,3.3792057,6.5243793
"LaGrange Park, IL, USA",1,Edchat,before,-87.86172599999999,41.8347535
"LaGrange, OH",1,Edchat,before,-82.119872,41.2372753
"Laguna Beach, CA",1,Edchat,before,-117.7853568,33.5427189
"Laguna Beach, CA, USA",1,Edchat,before,-117.7853568,33.5427189
"Laguna Hills, CA",1,Edchat,before,-117.6986604,33.5916433
"Lahore ,Pakistan",1,Edchat,before,74.35874729999999,31.5203696
Lahore | Dubai | Edinburgh,1,Edchat,before,-3.188267,55.953252
"Laingholm, Auckland",1,Edchat,before,174.6273268,-36.9630052
lake bal,1,Edchat,before,-118.5010942,34.2010832
Lake Charles La,1,Edchat,before,-93.2173758,30.2265949
"Lake Charles, Louisiana USA",1,Edchat,before,-93.2173758,30.2265949
"Lake Country, British Columbia",1,Edchat,before,-119.4106448,50.0536782
"Lake County, IL",1,Edchat,before,-87.8271534,42.3689363
"Lake Huntington, NY",1,Edchat,before,-74.992666,41.6842552
"Lake in the Hills, IL",1,Edchat,before,-88.33036179999999,42.18169080000001
"Lake in the Hills, Illinois",1,Edchat,before,-88.33036179999999,42.18169080000001
Lake Placid,1,Edchat,before,-73.9798713,44.2794911
"Lake Placid, NY",1,Edchat,before,-73.9798713,44.2794911
"Lake Tahoe, CA/NV",1,Edchat,before,-120.0323507,39.0968493
"Lake Villa, IL",1,Edchat,before,-88.0739708,42.4169651
"Lake Worth, FL",1,Edchat,before,-80.0684479,26.6167555
"Lake Worth, TX",1,Edchat,before,-97.44276590000001,32.8097891
"Lakeland, Florida",1,Edchat,before,-81.9498042,28.0394654
"Lakeland, TN",1,Edchat,before,-89.7403606,35.2306435
"Lakeside JHS Springdale, AR",1,Edchat,before,-94.0872145,36.1567549
"Lakeway, TX",1,Edchat,before,-97.99167899999999,30.3679788
"Lakewood Ranch, Florida",1,Edchat,before,-82.4285151,27.4117037
"Lakewood, NY",1,Edchat,before,-79.3331041,42.1042241
"Lakewood, WA",1,Edchat,before,-122.518458,47.1717649
LakishaSimmons.com,1,Edchat,before,NA,NA
"Lakspur, CA, USA",1,Edchat,before,-122.5352539,37.9340915
Lambeth,1,Edchat,before,-0.1178424,51.4935082
"Lampeter, PA",1,Edchat,before,-76.2398721,39.9901409
Lancaster,1,Edchat,before,-76.3055144,40.0378755
Lancaster District,1,Edchat,before,NA,NA
"Lancaster, NY",1,Edchat,before,-78.6703062,42.9006144
"Lancaster, Pa",1,Edchat,before,-76.3055144,40.0378755
"Lancaster, Pennsylvania, US",1,Edchat,before,-76.3055144,40.0378755
"Lancaster, Pennsylvania, USA",1,Edchat,before,-76.3055144,40.0378755
"Lancaster, SC",1,Edchat,before,-80.7709014,34.7204257
"Land of 10,000 Lakes",1,Edchat,before,NA,NA
Land of groves & sprawl,1,Edchat,before,NA,NA
Land of Lincoln,1,Edchat,before,-89.3985283,40.6331249
Land of Oceti Sakowin. SoDak.,1,Edchat,before,NA,NA
Land of the Endless Summer,1,Edchat,before,NA,NA
Land of the Lenape (NJ),1,Edchat,before,-74.4056612,40.0583238
Land: Tribes Warm of Springs,1,Edchat,before,NA,NA
"Landmark, Manitoba",1,Edchat,before,-96.82166699999999,49.67167389999999
"Langkawi, Malaysia",1,Edchat,before,99.8,6.35
